# master_seed: 1783263541
instance,run_id,seed,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0,time_greedy,time_rand_0.3,time_rand_0.5,time_rand_0.8,time_react_0.5,time_react_1.0,time_react_2.0
scenario_n1000_l500_d0.50_instance01,10,39,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,10,18,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,10,60,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,10,45,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,10,22,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,10,11,25,36,49,11,11,11
scenario_n100_l100_d0.50_instance01,10,6,26,37,49,6,6,6
scenario_n100_l100_d0.80_instance01,10,5,25,38,49,5,5,5
scenario_n100_l125_d0.20_instance01,10,14,30,42,55,14,14,14
scenario_n100_l125_d0.50_instance01,10,8,31,41,53,8,8,8
scenario_n100_l125_d0.80_instance01,10,6,30,43,54,6,6,6
scenario_n100_l25_d0.20_instance01,10,6,8,13,18,6,6,6
scenario_n100_l25_d0.50_instance01,10,3,8,12,18,3,3,3
scenario_n100_l25_d0.80_instance01,10,2,8,12,18,2,2,2
scenario_n100_l50_d0.20_instance01,10,7,14,22,31,7,7,7
scenario_n100_l50_d0.50_instance01,10,5,14,22,31,5,5,5
scenario_n100_l50_d0.80_instance01,10,3,14,22,32,3,3,3
scenario_n20_l20_d0.20_instance01,10,7,7,7,8,7,7,7
scenario_n20_l20_d0.50_instance01,10,5,5,6,8,5,5,5
scenario_n20_l20_d0.80_instance01,10,3,4,5,7,3,3,3
scenario_n30_l30_d0.20_instance01,10,9,9,10,14,8,8,8
scenario_n30_l30_d0.50_instance01,10,4,7,10,12,4,4,4
scenario_n30_l30_d0.80_instance01,10,3,7,9,11,3,3,3
scenario_n40_l40_d0.20_instance01,10,11,12,14,18,10,10,10
scenario_n40_l40_d0.50_instance01,10,6,10,14,18,6,6,6
scenario_n40_l40_d0.80_instance01,10,3,9,13,18,3,3,3
scenario_n500_l125_d0.20_instance01,10,16,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,10,7,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,10,3,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,10,25,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,10,11,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,10,4,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,10,31,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,10,18,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,10,7,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,10,32,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,10,20,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,10,9,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,10,40,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,10,20,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,10,10,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,10,5,5,7,8,5,5,4
scenario_n50_l12_d0.50_instance01,10,3,4,6,8,3,3,3
scenario_n50_l12_d0.80_instance01,10,1,4,5,8,1,1,1
scenario_n50_l25_d0.20_instance01,10,7,7,10,15,7,7,7
scenario_n50_l25_d0.50_instance01,10,3,7,11,15,3,3,3
scenario_n50_l25_d0.80_instance01,10,3,7,11,15,3,3,3
scenario_n50_l50_d0.20_instance01,10,11,13,17,23,10,10,10
scenario_n50_l50_d0.50_instance01,10,4,12,17,22,4,4,4
scenario_n50_l50_d0.80_instance01,10,3,12,16,23,3,3,3
scenario_n50_l62_d0.20_instance01,10,11,15,21,25,11,11,11
scenario_n50_l62_d0.50_instance01,10,6,14,20,25,6,6,6
scenario_n50_l62_d0.80_instance01,10,5,14,20,23,5,5,5
scenario_n1000_l1000_d0.20_instance01,1,30794,65,NA,NA,NA,NA,NA,NA,370.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,1,30794,47,NA,NA,NA,NA,NA,NA,658.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,1,30794,27,NA,NA,NA,NA,NA,NA,997.823,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,1,30794,76,NA,NA,NA,NA,NA,NA,446.543,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,1,30794,51,NA,NA,NA,NA,NA,NA,728.498,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,1,30794,24,NA,NA,NA,NA,NA,NA,1009.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,1,30794,38,NA,NA,NA,NA,NA,NA,221.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,1,30794,32,NA,NA,NA,NA,NA,NA,554.796,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,1,30794,15,NA,NA,NA,NA,NA,NA,976.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,1,30794,46,NA,NA,NA,NA,NA,NA,269.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,1,30794,38,NA,NA,NA,NA,NA,NA,584.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,1,30794,16,NA,NA,NA,NA,NA,NA,969.941,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,1,30794,58,NA,NA,NA,NA,NA,NA,301.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,1,30794,42,NA,NA,NA,NA,NA,NA,612.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,1,30794,15,NA,NA,NA,NA,NA,NA,940.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,1,30794,12,12,20,27,12,12,12,3.2686,212.859500,243.413100,280.993700,2406.566600,2356.951800,2282.766600,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,1,30794,6,10,19,27,10,10,10,3.7158,300.714100,351.653500,378.092800,3360.815400,3318.397400,3218.130100,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,1,30794,5,10,18,27,10,10,10,4.8925,405.273600,446.449700,487.694400,4384.535800,4331.282300,4212.170400,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,1,30794,13,14,24,30,14,13,13,4.1102,258.422000,317.464500,368.492300,3133.246900,3037.352100,2924.702800,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,1,30794,7,12,23,33,13,13,12,4.6904,353.010300,419.522700,483.784800,4137.255700,3995.750300,3918.020100,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,1,30794,6,13,23,31,13,13,13,4.979,457.444100,502.033300,562.133400,4944.313600,4846.295500,4699.040700,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,1,30794,7,7,7,9,7,6,7,1.6352,106.372100,106.260000,106.147200,1070.156500,1063.215100,1061.768600,0.100000,0.200000,0.100000
scenario_n100_l25_d0.50_instance01,1,30794,2,3,5,8,3,3,3,2.5091,196.700700,198.830100,207.613300,1987.580200,1980.756000,1976.279700,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,1,30794,2,3,5,8,3,3,3,3.8101,299.509700,298.539500,304.236000,2994.724500,2982.217900,2987.550100,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,1,30794,10,9,10,14,9,9,9,1.9123,138.770900,139.627100,144.923100,1406.459400,1411.719400,1407.407800,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,1,30794,4,5,10,15,5,5,5,2.8548,226.460000,233.712200,244.756000,2342.274500,2326.168200,2305.889600,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,1,30794,3,5,10,15,5,5,5,3.8043,324.948800,330.599100,339.878400,3312.139800,3319.574600,3287.319500,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,1,30794,8,8,8,8,8,8,8,0.3884,12.290500,12.390900,12.953600,123.611600,123.952300,123.095000,0.100000,0.100000,0.100000
scenario_n20_l20_d0.50_instance01,1,30794,6,6,5,6,4,5,5,0.3946,13.783000,13.896300,14.102800,135.234600,148.986900,135.469200,0.200000,0.200000,0.200000
scenario_n20_l20_d0.80_instance01,1,30794,4,4,4,3,4,4,3,0.3406,14.773400,15.049200,15.885000,151.112300,149.548400,149.304300,0.200000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,1,30794,7,6,7,7,6,6,6,0.5266,20.654500,20.791400,21.864500,209.298500,222.856000,206.056800,0.100000,0.100000,0.100000
scenario_n30_l30_d0.50_instance01,1,30794,6,5,6,7,5,5,5,0.6817,27.607900,28.393700,29.511800,282.600900,283.310300,279.821900,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,1,30794,3,3,6,7,3,3,3,0.7113,32.210500,34.590900,36.259900,332.122100,331.211000,325.533200,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,1,30794,10,10,11,13,10,10,10,0.8567,38.523700,42.935800,41.431500,393.544900,391.529500,390.606400,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,1,30794,6,6,8,11,5,5,6,0.8691,45.484200,47.394100,51.703200,477.855600,473.885000,469.221000,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,1,30794,3,4,7,10,4,4,4,1.0782,55.482500,59.959200,64.077000,591.848800,583.888500,570.244100,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,1,30794,16,NA,NA,NA,NA,NA,NA,28.4983,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,1,30794,7,NA,NA,NA,NA,NA,NA,80.5236,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,1,30794,3,NA,NA,NA,NA,NA,NA,141.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,1,30794,25,NA,NA,NA,NA,NA,NA,38.466,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,1,30794,13,NA,NA,NA,NA,NA,NA,83.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,1,30794,5,NA,NA,NA,NA,NA,NA,140.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,1,30794,30,NA,NA,NA,NA,NA,NA,50.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,1,30794,13,NA,NA,NA,NA,NA,NA,89.4034,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,1,30794,7,NA,NA,NA,NA,NA,NA,143.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,1,30794,37,NA,NA,NA,NA,NA,NA,66.1162,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,1,30794,16,NA,NA,NA,NA,NA,NA,95.5599,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,1,30794,7,NA,NA,NA,NA,NA,NA,147.412,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,1,30794,40,NA,NA,NA,NA,NA,NA,81.1607,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,1,30794,18,NA,NA,NA,NA,NA,NA,102.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,1,30794,11,NA,NA,NA,NA,NA,NA,156.049,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,1,30794,4,4,4,5,4,4,4,0.5501,24.508800,24.510600,24.236000,242.929800,243.399700,242.317900,0.100000,0.100000,0.100000
scenario_n50_l12_d0.50_instance01,1,30794,2,2,3,4,2,2,2,0.8145,40.956800,39.940900,40.789600,402.456100,402.396100,401.331100,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,1,30794,1,2,3,4,2,2,2,1.1888,57.301400,55.393400,55.526000,556.193500,555.670900,556.124600,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,1,30794,7,7,7,9,7,7,7,0.8733,37.457800,48.293100,42.306800,371.937400,369.248000,369.649600,0.200000,0.200000,0.100000
scenario_n50_l25_d0.50_instance01,1,30794,5,4,5,7,4,4,4,1.0018,49.990400,50.011900,51.157300,496.528200,495.191000,493.927300,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,1,30794,3,3,5,8,3,3,3,1.1264,66.025600,67.259400,68.901200,670.036300,667.989800,667.156200,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,1,30794,11,11,14,16,11,11,11,1.1794,60.861900,64.195800,69.100600,639.666600,633.766400,628.109800,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,1,30794,7,6,10,13,7,6,6,1.4327,71.810400,75.911100,82.157400,750.227000,754.544800,738.096700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,1,30794,4,5,10,13,5,5,5,1.4563,87.085100,92.911800,100.804200,919.961200,910.131000,883.950400,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,1,30794,13,12,13,18,12,12,12,1.7024,74.700500,79.667600,89.747900,807.756000,810.206500,801.607900,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,1,30794,9,8,12,16,9,9,9,1.6914,85.790700,101.121800,104.335000,933.569000,926.518700,914.558100,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,1,30794,4,7,12,14,7,6,7,1.5974,98.340000,112.139300,119.612300,1069.025300,1056.547200,1035.113900,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,2,6783,68,NA,NA,NA,NA,NA,NA,374.733,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,2,6783,46,NA,NA,NA,NA,NA,NA,653.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,2,6783,30,NA,NA,NA,NA,NA,NA,988.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,2,6783,69,NA,NA,NA,NA,NA,NA,430.422,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,2,6783,50,NA,NA,NA,NA,NA,NA,711.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,2,6783,25,NA,NA,NA,NA,NA,NA,1000.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,2,6783,42,NA,NA,NA,NA,NA,NA,221.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,2,6783,35,NA,NA,NA,NA,NA,NA,805.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,2,6783,12,NA,NA,NA,NA,NA,NA,952.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,2,6783,51,NA,NA,NA,NA,NA,NA,259.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,2,6783,38,NA,NA,NA,NA,NA,NA,577.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,2,6783,23,NA,NA,NA,NA,NA,NA,953.989,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,2,6783,60,NA,NA,NA,NA,NA,NA,303.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,2,6783,44,NA,NA,NA,NA,NA,NA,628.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,2,6783,20,NA,NA,NA,NA,NA,NA,954.692,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,2,6783,13,15,21,27,14,14,14,3.5719,232.900200,260.915200,298.369500,2611.925700,2570.353600,2549.446700,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,2,6783,7,10,19,27,10,10,10,3.6904,304.074500,339.263500,372.310100,3350.019400,3270.575400,3201.519600,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,2,6783,5,10,19,28,10,10,10,4.7729,413.049200,437.394300,474.595400,4332.286200,4312.701200,4197.629200,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,2,6783,14,17,25,33,16,15,16,4.2525,265.610700,316.820700,352.850100,3057.921400,2949.255900,2937.874600,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,2,6783,7,13,23,33,13,13,13,4.6709,369.048200,416.000400,466.043400,4033.027100,3933.474500,3874.240500,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,2,6783,6,13,23,32,13,13,13,5.185,449.147000,504.560800,560.725200,4926.507300,4827.836200,4776.661200,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,2,6783,5,5,6,8,5,5,5,1.5016,101.991700,103.207400,104.945000,1033.529800,1028.123400,1028.232200,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,2,6783,2,3,5,8,3,3,3,2.4482,194.371000,195.562100,198.511400,1966.515700,1961.811500,1957.875500,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,2,6783,2,3,5,8,3,3,3,3.7879,291.885600,290.894800,293.733600,2930.874100,2949.634100,2929.790300,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,2,6783,9,8,10,15,9,8,8,2.1223,137.369800,141.847400,148.018100,1427.112100,1417.649500,1414.897300,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,2,6783,4,5,10,15,5,5,5,2.6384,220.461800,229.223900,234.834400,2280.434100,2266.434100,2244.617500,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,2,6783,3,5,10,15,5,5,5,4.0172,318.380900,324.292800,335.380800,3268.637100,3252.407000,3230.275500,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,2,6783,8,8,8,9,8,8,8,0.3573,11.856400,11.787400,12.025800,118.252400,118.349500,118.201300,0.200000,0.100000,0.200000
scenario_n20_l20_d0.50_instance01,2,6783,4,4,4,5,4,4,4,0.3224,12.453000,12.701500,12.940300,126.213700,126.012900,125.569700,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,2,6783,2,2,3,5,2,2,2,0.3519,13.735800,14.479800,15.136500,143.766000,141.718700,141.633400,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,2,6783,10,8,9,10,8,8,8,0.7021,28.372500,24.086000,24.607200,240.232100,238.445300,239.567700,0.100000,0.100000,0.200000
scenario_n30_l30_d0.50_instance01,2,6783,5,5,6,7,5,5,5,0.681,28.140700,29.671400,30.903600,290.072500,289.510400,287.433800,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,2,6783,3,3,6,7,3,3,3,0.702,31.545900,33.858700,35.667200,331.982800,327.042900,325.013100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,2,6783,8,8,9,12,8,8,8,0.8316,37.968400,39.770800,41.617900,396.530200,400.200500,392.495200,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,2,6783,5,5,8,9,5,4,4,0.8818,44.992800,47.222800,50.534100,468.974000,461.731500,456.401700,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,2,6783,5,4,7,10,4,4,4,1.1248,55.689200,57.979200,61.485200,574.458400,574.175400,564.153600,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,2,6783,18,NA,NA,NA,NA,NA,NA,28.3902,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,2,6783,6,NA,NA,NA,NA,NA,NA,80.5612,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,2,6783,2,NA,NA,NA,NA,NA,NA,140.617,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,2,6783,21,NA,NA,NA,NA,NA,NA,35.743,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,2,6783,11,NA,NA,NA,NA,NA,NA,83.6122,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,2,6783,6,NA,NA,NA,NA,NA,NA,143.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,2,6783,28,NA,NA,NA,NA,NA,NA,47.8583,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,2,6783,15,NA,NA,NA,NA,NA,NA,88.3708,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,2,6783,6,NA,NA,NA,NA,NA,NA,145.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,2,6783,37,NA,NA,NA,NA,NA,NA,67.6975,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,2,6783,15,NA,NA,NA,NA,NA,NA,94.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,2,6783,8,NA,NA,NA,NA,NA,NA,149.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,2,6783,43,NA,NA,NA,NA,NA,NA,85.3234,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,2,6783,23,NA,NA,NA,NA,NA,NA,109.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,2,6783,11,NA,NA,NA,NA,NA,NA,156.303,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,2,6783,4,4,4,4,4,4,4,0.5499,24.895500,24.963900,24.827300,244.548300,244.588700,245.520700,0.200000,0.100000,0.100000
scenario_n50_l12_d0.50_instance01,2,6783,2,2,3,4,2,2,2,0.8139,40.563100,40.154300,40.186700,403.751800,403.568400,403.135200,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,2,6783,1,2,3,4,2,2,2,1.0563,56.258000,56.263800,56.730800,562.219100,576.281100,561.775100,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,2,6783,8,8,8,9,8,8,8,0.7162,36.465700,43.712400,35.178300,347.983800,343.509500,342.892100,0.100000,0.200000,0.200000
scenario_n50_l25_d0.50_instance01,2,6783,5,4,5,8,4,5,5,0.8952,50.287200,50.438100,51.504800,505.518700,503.937600,502.926300,0.100000,0.200000,0.100000
scenario_n50_l25_d0.80_instance01,2,6783,3,3,5,7,3,3,3,1.2963,67.183100,65.476100,67.207200,656.113300,655.031100,650.955300,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,2,6783,11,10,10,13,9,10,9,1.4428,61.635100,63.420200,68.462400,636.358500,633.074100,632.769200,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,2,6783,7,8,10,12,7,8,7,1.3878,71.028500,74.729600,80.251200,752.662000,749.637400,742.230900,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,2,6783,4,5,10,13,5,5,5,1.3988,83.568000,89.826500,97.790900,894.098400,889.597300,871.449500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,2,6783,14,14,16,18,13,14,14,1.7131,75.201800,78.185900,82.180500,784.996700,782.203800,775.210300,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,2,6783,7,8,12,16,7,7,7,1.4667,79.595000,88.162700,97.444100,871.934300,857.884400,842.122100,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,2,6783,4,7,12,15,7,7,7,1.472,94.186100,103.656200,112.622900,1019.538300,1004.319700,979.609500,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,3,20873,69,NA,NA,NA,NA,NA,NA,385.101,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,3,20873,48,NA,NA,NA,NA,NA,NA,657.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,3,20873,20,NA,NA,NA,NA,NA,NA,965.233,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,3,20873,72,NA,NA,NA,NA,NA,NA,441.791,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,3,20873,51,NA,NA,NA,NA,NA,NA,721.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,3,20873,24,NA,NA,NA,NA,NA,NA,983.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,3,20873,39,NA,NA,NA,NA,NA,NA,218.77,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,3,20873,36,NA,NA,NA,NA,NA,NA,572.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,3,20873,11,NA,NA,NA,NA,NA,NA,969.991,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,3,20873,54,NA,NA,NA,NA,NA,NA,264.484,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,3,20873,43,NA,NA,NA,NA,NA,NA,590.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,3,20873,18,NA,NA,NA,NA,NA,NA,950.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,3,20873,63,NA,NA,NA,NA,NA,NA,317.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,3,20873,46,NA,NA,NA,NA,NA,NA,618.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,3,20873,21,NA,NA,NA,NA,NA,NA,954.698,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,3,20873,13,14,20,26,13,13,13,4.0146,223.915200,245.574400,279.691100,2472.649000,2440.775300,2376.432200,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,3,20873,6,10,19,27,10,10,10,3.7292,309.766200,347.826100,390.657600,3393.516800,3362.179800,3280.364200,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,3,20873,5,10,19,28,10,10,10,5.0619,406.835900,444.448600,492.086700,4405.633400,4309.355900,4222.803500,0.100000,0.100000,0.100000
