# master_seed: 1783263541
instance,run_id,seed,greedy,rand_0.3,rand_0.5,rand_0.8,react_0.5,react_1.0,react_2.0,time_greedy,time_rand_0.3,time_rand_0.5,time_rand_0.8,time_react_0.5,time_react_1.0,time_react_2.0
scenario_n50_l50_d0.50_instance01,5,18218,5,6,10,13,6,5,6,1.2623,88.410100,75.253600,80.904900,746.457900,741.571900,728.746500,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,5,18218,5,5,9,12,5,5,5,1.5944,89.215100,93.839600,102.977600,935.546700,927.021200,910.136000,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,5,18218,13,13,15,19,13,14,13,1.564,74.750100,81.179200,88.282400,814.204600,806.616600,794.888700,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,5,18218,7,7,12,16,7,7,7,1.4881,79.794500,90.107000,99.215900,865.123500,863.572000,852.987200,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,5,18218,3,7,12,15,7,7,7,1.3685,100.383600,110.881900,117.403500,1076.117800,1062.447800,1040.672300,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,6,23758,70,NA,NA,NA,NA,NA,NA,380.918,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,6,23758,47,NA,NA,NA,NA,NA,NA,662.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,6,23758,28,NA,NA,NA,NA,NA,NA,1004.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,6,23758,73,NA,NA,NA,NA,NA,NA,465.356,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,6,23758,54,NA,NA,NA,NA,NA,NA,727.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,6,23758,27,NA,NA,NA,NA,NA,NA,1020.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,6,23758,39,NA,NA,NA,NA,NA,NA,218.075,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,6,23758,36,NA,NA,NA,NA,NA,NA,561.406,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,6,23758,12,NA,NA,NA,NA,NA,NA,957.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,6,23758,53,NA,NA,NA,NA,NA,NA,261.584,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,6,23758,42,NA,NA,NA,NA,NA,NA,584.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,6,23758,19,NA,NA,NA,NA,NA,NA,949.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,6,23758,56,NA,NA,NA,NA,NA,NA,294.619,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,6,23758,46,NA,NA,NA,NA,NA,NA,629.311,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,6,23758,22,NA,NA,NA,NA,NA,NA,972.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,6,23758,15,15,19,27,15,14,15,3.9807,229.539600,244.920300,276.971700,2474.707600,2442.069600,2423.267800,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,6,23758,9,10,19,26,10,10,10,3.9243,304.037900,340.928400,374.195000,3324.090700,3296.277200,3232.097900,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,6,23758,5,10,19,27,10,10,10,4.8399,404.066900,446.236900,487.757900,4385.077400,4371.576600,4252.564500,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,6,23758,14,15,22,31,16,16,15,4.5992,286.869900,326.727900,376.197800,3294.135800,3213.426900,3112.929900,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,6,23758,8,13,24,30,13,12,13,4.4526,359.951200,421.074300,474.587300,4106.730200,4043.252000,3865.888400,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,6,23758,5,13,22,30,13,12,12,5.0449,464.337900,527.351500,590.776100,5171.421600,5120.475000,4950.387000,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,6,23758,5,5,6,8,5,5,5,1.3803,104.324100,103.773600,104.058600,1036.768800,1036.225100,1040.795700,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,6,23758,3,3,5,8,3,3,3,2.4423,196.478300,195.748600,197.804600,1977.617300,1964.799900,1967.352100,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,6,23758,2,3,5,8,3,3,3,3.9021,291.262100,292.204700,294.091200,2941.346100,2930.105900,2962.461100,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,6,23758,9,9,11,15,8,9,9,2.0252,137.856900,140.771600,148.291700,1418.132100,1416.300900,1414.097100,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,6,23758,4,5,10,15,5,5,5,2.9536,227.290400,233.362200,242.456000,2356.953000,2320.060100,2307.830200,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,6,23758,2,5,10,14,5,5,5,3.673,325.724000,333.374600,344.158100,3350.825700,3314.703800,3299.744600,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,6,23758,8,8,8,9,8,8,8,0.3519,11.485300,11.608300,12.164600,116.391400,116.185500,122.688000,0.100000,0.100000,0.100000
scenario_n20_l20_d0.50_instance01,6,23758,3,3,4,5,3,3,3,0.2948,11.449900,12.047900,11.973100,115.212600,115.397200,114.095300,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,6,23758,3,3,4,5,3,3,3,0.3714,14.069000,14.499000,14.926700,143.536800,143.705900,142.457900,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,6,23758,9,9,10,10,9,9,9,0.5755,22.239000,22.820500,23.697000,224.116600,222.430400,222.720400,0.100000,0.100000,0.100000
scenario_n30_l30_d0.50_instance01,6,23758,6,6,7,8,6,6,6,0.6813,27.775100,28.817500,29.884100,285.996600,284.739800,283.462200,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,6,23758,3,3,6,7,3,3,3,0.698,31.423500,34.549800,36.813100,334.440300,328.201100,322.366600,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,6,23758,10,10,10,12,9,10,10,0.9424,39.113000,40.839000,43.343700,419.883800,424.500600,407.084900,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,6,23758,5,5,8,11,5,5,5,0.9044,44.590200,48.311700,51.800900,479.931200,470.679800,466.105300,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,6,23758,4,4,7,10,4,4,4,1.0014,54.374400,58.042400,60.951500,568.659200,579.206300,558.678000,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,6,23758,16,NA,NA,NA,NA,NA,NA,28.9494,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,6,23758,6,NA,NA,NA,NA,NA,NA,79.5483,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,6,23758,2,NA,NA,NA,NA,NA,NA,142.179,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,6,23758,26,NA,NA,NA,NA,NA,NA,37.2235,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,6,23758,12,NA,NA,NA,NA,NA,NA,80.7685,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,6,23758,5,NA,NA,NA,NA,NA,NA,141.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,6,23758,32,NA,NA,NA,NA,NA,NA,53.3591,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,6,23758,20,NA,NA,NA,NA,NA,NA,93.9558,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,6,23758,8,NA,NA,NA,NA,NA,NA,147.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,6,23758,41,NA,NA,NA,NA,NA,NA,69.6361,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,6,23758,17,NA,NA,NA,NA,NA,NA,96.4106,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,6,23758,7,NA,NA,NA,NA,NA,NA,148.881,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,6,23758,40,NA,NA,NA,NA,NA,NA,81.4108,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,6,23758,21,NA,NA,NA,NA,NA,NA,106.842,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,6,23758,9,NA,NA,NA,NA,NA,NA,163.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,6,23758,4,4,4,4,4,4,4,0.5353,24.341700,24.702200,25.136100,245.556800,256.693100,244.420700,0.100000,0.100000,0.200000
scenario_n50_l12_d0.50_instance01,6,23758,2,2,3,4,2,2,2,0.8844,40.285700,40.073800,40.314600,402.000700,402.485700,401.041500,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,6,23758,1,2,3,4,2,2,2,1.1066,55.747800,55.075700,55.553100,553.626500,553.225900,561.686500,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,6,23758,7,7,7,8,7,7,7,0.7438,34.869600,35.192100,35.934100,349.821500,355.346800,348.339900,0.100000,0.200000,0.100000
scenario_n50_l25_d0.50_instance01,6,23758,4,4,5,8,4,4,4,0.9222,49.425500,49.987600,51.755100,500.177000,498.161200,496.857600,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,6,23758,2,3,5,7,3,3,3,1.1161,66.128400,66.562500,68.701300,663.310300,660.809300,654.129700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,6,23758,11,10,11,14,10,10,10,1.3566,58.859100,60.714400,65.903500,610.774800,612.191700,617.864700,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,6,23758,6,6,10,13,5,6,5,1.3313,72.077200,77.243900,84.121900,764.750500,752.417200,739.575100,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,6,23758,4,5,9,13,5,5,5,1.5826,87.615200,95.763800,103.281700,937.149600,917.859400,895.580300,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,6,23758,11,11,14,17,10,10,10,1.4565,67.843900,75.167300,80.444500,736.028600,736.493300,732.953700,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,6,23758,7,8,11,15,7,7,7,1.4988,85.072300,96.225900,108.226600,941.320600,944.125600,923.926500,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,6,23758,5,7,11,15,7,7,7,1.5817,96.622900,107.435400,118.580200,1060.646500,1042.820000,1022.803500,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,7,29196,71,NA,NA,NA,NA,NA,NA,388.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,7,29196,49,NA,NA,NA,NA,NA,NA,668.868,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,7,29196,25,NA,NA,NA,NA,NA,NA,978.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,7,29196,78,NA,NA,NA,NA,NA,NA,460.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,7,29196,48,NA,NA,NA,NA,NA,NA,698.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,7,29196,29,NA,NA,NA,NA,NA,NA,1019.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,7,29196,44,NA,NA,NA,NA,NA,NA,220.133,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,7,29196,35,NA,NA,NA,NA,NA,NA,551.492,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,7,29196,10,NA,NA,NA,NA,NA,NA,964.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,7,29196,51,NA,NA,NA,NA,NA,NA,263.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,7,29196,40,NA,NA,NA,NA,NA,NA,587.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,7,29196,18,NA,NA,NA,NA,NA,NA,945.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,7,29196,65,NA,NA,NA,NA,NA,NA,319.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,7,29196,42,NA,NA,NA,NA,NA,NA,605.893,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,7,29196,21,NA,NA,NA,NA,NA,NA,950.784,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,7,29196,12,14,20,27,13,13,13,3.5945,213.589800,235.008700,264.778300,2345.097700,2346.089600,2269.304600,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,7,29196,9,10,19,28,10,10,10,3.9449,306.981100,339.671900,376.744700,3385.899700,3327.967600,3229.264700,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,7,29196,5,10,18,26,10,10,10,4.6844,410.732600,453.844500,504.709700,4425.394700,4371.666400,4280.689500,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,7,29196,17,18,24,31,17,17,17,4.7789,276.933400,321.685200,371.390300,3223.637500,3186.544500,3034.257500,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,7,29196,10,13,23,31,13,12,12,4.8881,361.405900,407.049900,469.563700,3974.014000,3907.947800,3782.690700,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,7,29196,6,13,23,31,13,13,12,5.3006,457.709400,535.665400,584.159900,5182.059200,4996.325300,4868.472000,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,7,29196,5,4,5,8,5,4,4,1.4964,103.129200,103.685900,103.060000,1026.973400,1027.603800,1026.723800,0.100000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,7,29196,4,4,5,8,4,4,4,2.5235,191.078300,193.820200,197.992900,1947.715600,1944.304400,1937.026700,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,7,29196,2,3,5,8,3,3,3,3.9004,289.939500,295.714800,300.546200,2957.635700,2946.167800,2944.169200,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,7,29196,9,10,12,16,9,9,9,2.1137,139.034600,141.293500,148.460000,1425.294900,1423.279600,1446.166500,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,7,29196,4,5,10,15,5,5,5,2.9633,223.639800,229.449200,235.934600,2294.144500,2278.823900,2286.169200,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,7,29196,4,5,10,15,5,5,5,3.9167,326.002600,333.754700,343.308900,3331.512300,3335.309300,3311.287500,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,7,29196,9,9,9,9,9,8,9,0.3706,11.584000,12.995600,12.421500,118.344800,117.679000,117.213100,0.200000,0.200000,0.100000
scenario_n20_l20_d0.50_instance01,7,29196,3,3,4,4,3,3,3,0.3093,11.828600,12.621200,13.261900,122.581400,122.165300,121.806400,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,7,29196,4,3,4,5,3,3,3,0.4174,14.920900,15.174500,15.872300,151.411100,150.214500,150.526500,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,7,29196,9,9,9,10,9,8,9,0.6911,23.631900,24.735900,25.944700,242.986400,242.443000,240.902400,0.100000,0.200000,0.200000
scenario_n30_l30_d0.50_instance01,7,29196,5,5,6,8,5,5,5,0.6355,26.350400,28.362300,29.069700,269.406500,268.315700,263.628800,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,7,29196,4,4,5,7,4,4,4,0.7085,31.389600,32.731500,34.112400,323.540000,322.965000,319.344500,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,7,29196,12,11,11,12,10,11,10,0.9426,38.177900,38.726200,39.842900,399.197000,390.513800,388.477900,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,7,29196,5,5,7,11,4,5,4,0.7652,44.772400,46.978600,50.664600,462.384200,458.495200,451.431100,0.100000,0.100000,0.100000
scenario_n40_l40_d0.80_instance01,7,29196,4,4,8,10,4,4,4,1.0783,54.968000,58.582500,61.973200,589.479700,570.585500,562.135800,0.100000,0.100000,0.100000
scenario_n500_l125_d0.20_instance01,7,29196,16,NA,NA,NA,NA,NA,NA,27.4461,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.50_instance01,7,29196,8,NA,NA,NA,NA,NA,NA,78.6962,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l125_d0.80_instance01,7,29196,3,NA,NA,NA,NA,NA,NA,153.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.20_instance01,7,29196,20,NA,NA,NA,NA,NA,NA,33.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.50_instance01,7,29196,11,NA,NA,NA,NA,NA,NA,81.812,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l250_d0.80_instance01,7,29196,5,NA,NA,NA,NA,NA,NA,143.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.20_instance01,7,29196,28,NA,NA,NA,NA,NA,NA,48.1408,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.50_instance01,7,29196,15,NA,NA,NA,NA,NA,NA,88.4539,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l375_d0.80_instance01,7,29196,6,NA,NA,NA,NA,NA,NA,144.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.20_instance01,7,29196,38,NA,NA,NA,NA,NA,NA,68.4969,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.50_instance01,7,29196,18,NA,NA,NA,NA,NA,NA,98.4364,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l500_d0.80_instance01,7,29196,9,NA,NA,NA,NA,NA,NA,149.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.20_instance01,7,29196,42,NA,NA,NA,NA,NA,NA,80.5583,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.50_instance01,7,29196,22,NA,NA,NA,NA,NA,NA,109.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n500_l625_d0.80_instance01,7,29196,9,NA,NA,NA,NA,NA,NA,156.353,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n50_l12_d0.20_instance01,7,29196,4,4,3,4,3,3,3,0.5793,24.681300,24.595700,24.516000,243.894400,244.141200,246.223200,0.200000,0.200000,0.200000
scenario_n50_l12_d0.50_instance01,7,29196,2,2,3,4,2,2,2,0.8143,41.530100,41.895800,41.209900,412.831000,412.423200,410.731100,0.100000,0.100000,0.100000
scenario_n50_l12_d0.80_instance01,7,29196,2,2,3,4,2,2,2,1.1479,56.115000,56.765000,56.681500,561.283100,559.127200,558.974200,0.100000,0.100000,0.100000
scenario_n50_l25_d0.20_instance01,7,29196,8,8,8,10,8,8,8,0.75,34.537600,34.361300,35.060100,340.104700,340.844100,340.790700,0.100000,0.100000,0.100000
scenario_n50_l25_d0.50_instance01,7,29196,3,3,5,8,3,3,3,0.9324,49.326700,50.303900,52.595000,502.250500,501.648600,495.379300,0.100000,0.100000,0.100000
scenario_n50_l25_d0.80_instance01,7,29196,3,3,5,8,3,3,3,1.1789,71.957600,68.262600,68.580700,665.589400,663.847800,675.804500,0.100000,0.100000,0.100000
scenario_n50_l50_d0.20_instance01,7,29196,9,9,10,14,8,8,8,1.1984,55.122900,61.451700,65.837100,604.575700,596.986800,584.404000,0.100000,0.100000,0.100000
scenario_n50_l50_d0.50_instance01,7,29196,5,6,10,12,5,5,5,1.2834,71.512700,77.905800,85.896600,770.256600,759.608300,748.697000,0.100000,0.100000,0.100000
scenario_n50_l50_d0.80_instance01,7,29196,3,5,10,13,5,5,5,1.3382,85.904500,92.009500,99.329600,891.420200,886.827300,872.090100,0.100000,0.100000,0.100000
scenario_n50_l62_d0.20_instance01,7,29196,13,13,14,16,12,12,12,1.4788,72.551600,76.365300,82.316500,768.617500,761.491800,759.315800,0.100000,0.100000,0.100000
scenario_n50_l62_d0.50_instance01,7,29196,5,7,12,16,7,7,6,1.3505,82.025500,94.882700,106.644400,905.885000,898.306000,874.942000,0.100000,0.100000,0.100000
scenario_n50_l62_d0.80_instance01,7,29196,5,7,12,16,7,7,7,1.6423,99.601000,110.022600,133.478900,1074.300400,1070.744200,1046.061500,0.100000,0.100000,0.100000
scenario_n1000_l1000_d0.20_instance01,8,6408,68,NA,NA,NA,NA,NA,NA,382.239,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.50_instance01,8,6408,43,NA,NA,NA,NA,NA,NA,648.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1000_d0.80_instance01,8,6408,27,NA,NA,NA,NA,NA,NA,988.438,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.20_instance01,8,6408,75,NA,NA,NA,NA,NA,NA,453.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.50_instance01,8,6408,50,NA,NA,NA,NA,NA,NA,691.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l1250_d0.80_instance01,8,6408,27,NA,NA,NA,NA,NA,NA,999.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.20_instance01,8,6408,38,NA,NA,NA,NA,NA,NA,219.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.50_instance01,8,6408,32,NA,NA,NA,NA,NA,NA,555.168,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l250_d0.80_instance01,8,6408,11,NA,NA,NA,NA,NA,NA,950.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.20_instance01,8,6408,48,NA,NA,NA,NA,NA,NA,252.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.50_instance01,8,6408,36,NA,NA,NA,NA,NA,NA,586.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l500_d0.80_instance01,8,6408,17,NA,NA,NA,NA,NA,NA,957.333,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.20_instance01,8,6408,59,NA,NA,NA,NA,NA,NA,307.078,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.50_instance01,8,6408,40,NA,NA,NA,NA,NA,NA,609.116,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n1000_l750_d0.80_instance01,8,6408,21,NA,NA,NA,NA,NA,NA,955.262,NA,NA,NA,NA,NA,NA,NA,NA,NA
scenario_n100_l100_d0.20_instance01,8,6408,12,13,19,26,13,13,13,3.1638,216.159500,243.274400,274.058800,2419.640500,2394.286500,2320.201100,0.100000,0.100000,0.100000
scenario_n100_l100_d0.50_instance01,8,6408,8,10,19,27,10,10,10,4.2349,306.837800,351.648800,391.027600,3465.618800,3380.217100,3274.099000,0.100000,0.100000,0.100000
scenario_n100_l100_d0.80_instance01,8,6408,4,10,19,27,10,10,10,4.6376,393.864300,434.423900,474.443200,4297.849900,4267.268800,4119.802800,0.100000,0.100000,0.100000
scenario_n100_l125_d0.20_instance01,8,6408,16,17,25,33,16,15,15,4.7438,277.664100,326.015300,368.642700,3201.705100,3149.300300,3039.322100,0.100000,0.100000,0.100000
scenario_n100_l125_d0.50_instance01,8,6408,9,13,23,33,12,13,13,4.7148,342.519800,400.876100,452.120100,3894.482000,3786.035000,3665.943600,0.100000,0.100000,0.100000
scenario_n100_l125_d0.80_instance01,8,6408,6,13,24,32,13,12,13,5.2567,452.815700,523.564500,586.401700,5147.145400,5009.238200,4869.358400,0.100000,0.100000,0.100000
scenario_n100_l25_d0.20_instance01,8,6408,6,6,6,8,6,5,6,1.4224,102.271700,104.954600,102.512900,1020.641600,1040.387900,1032.732200,0.200000,0.100000,0.100000
scenario_n100_l25_d0.50_instance01,8,6408,3,3,5,8,3,3,3,2.4699,197.676400,193.918200,195.202300,1957.541400,1966.514400,1962.750000,0.100000,0.100000,0.100000
scenario_n100_l25_d0.80_instance01,8,6408,2,3,5,8,3,3,3,3.6258,291.807500,290.718200,292.712900,2948.248000,2989.673600,2947.836500,0.100000,0.100000,0.100000
scenario_n100_l50_d0.20_instance01,8,6408,7,6,10,14,7,6,6,1.741,128.707300,133.438200,139.191900,1336.720000,1325.995800,1318.221500,0.100000,0.100000,0.100000
scenario_n100_l50_d0.50_instance01,8,6408,4,5,10,15,5,5,5,2.7725,225.569600,233.076900,240.949500,2321.177900,2313.129500,2291.554800,0.100000,0.100000,0.100000
scenario_n100_l50_d0.80_instance01,8,6408,3,5,10,14,5,5,5,3.6433,327.494200,330.095400,335.978700,3311.117000,3284.128400,3282.828600,0.100000,0.100000,0.100000
scenario_n20_l20_d0.20_instance01,8,6408,10,10,9,9,9,9,9,0.3245,11.213700,11.474200,11.521800,113.467500,114.003800,113.154800,0.300000,0.200000,0.200000
scenario_n20_l20_d0.50_instance01,8,6408,4,4,4,5,3,3,4,0.3413,12.765200,13.923800,14.059100,132.666500,133.951600,130.960500,0.100000,0.100000,0.100000
scenario_n20_l20_d0.80_instance01,8,6408,2,2,4,5,2,2,2,0.3731,14.543200,16.002200,16.678400,150.164000,148.681500,147.216500,0.100000,0.100000,0.100000
scenario_n30_l30_d0.20_instance01,8,6408,8,8,8,8,8,7,7,0.6244,23.343600,23.904000,24.278500,231.269800,232.188500,231.164900,0.200000,0.200000,0.200000
scenario_n30_l30_d0.50_instance01,8,6408,6,6,6,7,5,5,5,0.7332,28.134500,28.884500,29.687600,283.543500,282.800900,282.088400,0.100000,0.100000,0.100000
scenario_n30_l30_d0.80_instance01,8,6408,3,3,6,8,3,3,3,0.7157,33.310900,35.086600,36.984900,342.268100,339.983200,332.398800,0.100000,0.100000,0.100000
scenario_n40_l40_d0.20_instance01,8,6408,11,11,12,12,11,11,11,1.1244,47.147200,46.651200,47.157000,457.946000,458.622400,456.772700,0.100000,0.100000,0.100000
scenario_n40_l40_d0.50_instance01,8,6408,5,5,8,10,4,5,5,0.8912,44.903900,47.627900,50.560700,465.744900,462.778000,455.332500,0.100000,0.100000,0.100000
